ctry,year,nace2,nace4,share4,rev4
ES,2018,26,2651,0.0026130543326620265,1.4400315091573486e9
ES,2018,26,2652,4.119189816071389e-5,2.2700496706855427e7
ES,2018,26,2660,0.0006423758567794148,3.5400774600118154e8
ES,2018,26,2670,0.0001865430454150391,1.0280224940373294e8
ES,2018,26,2680,6.714097938089929e-6,3.7000809610292986e6
ES,2018,27,2711,0.010007831846089955,5.5152290622431135e9
ES,2018,27,2712,0.004365361378034995,2.4057126767910967e9
ES,2018,27,2720,0.0020062117219750964,1.1056058259384944e9
ES,2018,27,2731,0.00015206271915838736,8.38004415825306e7
ES,2018,27,2732,0.004006798212095886,2.2081116355415974e9
ES,2018,27,2733,0.0005596198399575975,3.0840162510802436e8
ES,2018,27,2740,0.0051498090330728335,2.838014954787851e9
ES,2018,27,2751,0.0042833418684173445,2.3605124386105433e9
ES,2018,27,2752,0.0004732453121301603,2.608013742807158e8
ES,2018,27,2790,0.003431572890219885,1.8911099651160338e9
ES,2018,28,2811,0.0020190939746382933,1.112705123305584e9
ES,2018,28,2812,0.0010130854372612196,5.58302570631354e8
ES,2018,28,2813,0.0014211866639136437,7.83203606158833e8
ES,2018,28,2814,0.001327735293648638,7.317033690327096e8
ES,2018,28,2815,0.0015995608327884026,8.815040587704434e8
ES,2018,28,2821,0.00026638176999811404,1.4680067592456165e8
ES,2018,28,2822,0.007789307805816787,4.2926197648077207e9
ES,2018,28,2823,1.3246504911350356e-5,7.300033612052453e6
ES,2018,28,2824,5.588936318761521e-5,3.0800141815235008e7
ES,2018,28,2825,0.0041053277686902805,2.262410416973626e9
ES,2018,28,2829,0.003341022581202504,1.8412084776042435e9
ES,2018,28,2830,0.003098411936456265,1.7075078619972005e9
ES,2018,28,2841,0.002731320437337611,1.5052069305289526e9
ES,2018,28,2849,0.0006583331481969739,3.62801670472963e8
ES,2018,28,2891,0.0008788057984338326,4.8430222990643877e8
ES,2018,28,2892,0.001031231334400056,5.683026166752615e8
ES,2018,28,2893,0.0032080131551748352,1.7679081401024017e9
ES,2018,28,2894,0.0005928264595257756,3.2670150425445706e8
ES,2018,28,2895,0.0006220413539193017,3.4280157838514805e8
ES,2018,28,2896,0.0003611033530628385,1.9900091627375865e8
ES,2018,28,2899,0.00327606026944547,1.8054083127670546e9
ES,2018,29,2910,0.0918429144622224,5.061383112677494e10
ES,2018,29,2920,0.004004775609429917,2.206996996809025e9
ES,2018,29,2931,0.0037705134747777172,2.0778971724827695e9
ES,2018,29,2932,0.03373247718469384,1.858967470393327e10
ES,2018,30,3011,0.0038699576640023165,2.1326999999999998e9
ES,2018,30,3012,9.925760032865697e-5,5.47e7
ES,2018,30,3020,0.005918982934406695,3.2619000000000005e9
ES,2018,30,3030,0.016754211144324,9.2331e9
ES,2018,30,3040,0.0005567375457564784,3.068132178497472e8
ES,2018,30,3091,0.00022319350713756507,1.2300000000000001e8
ES,2018,30,3092,0.0004641699115917816,2.558e8
ES,2018,30,3099,4.733658860202328e-5,2.608678215025419e7
ES,2018,31,3101,0.00260138383603588,1.4336e9
ES,2018,31,3102,0.0012653075815205212,6.973e8
ES,2018,31,3103,0.0012335524077407864,6.798e8
ES,2018,31,3109,0.005670022371973573,3.1247e9
ES,2018,32,3211,1.086475698327988e-6,598747.3050099787
ES,2018,32,3212,0.000959913538827414,5.2900000000000006e8
ES,2018,32,3213,0.00025803574234430825,1.422012526949899e8
ES,2018,32,3220,8.637407268087884e-5,4.76e7
ES,2018,32,3230,0.00047523885788071775,2.619e8
ES,2018,32,3240,0.001042839906926493,5.747e8
ES,2018,32,3250,0.0036289812595481003,1.9999e9
ES,2018,32,3291,0.0002545857646455315,1.403e8
ES,2018,32,3299,0.0010936481849740688,6.027000000000001e8
ES,2018,33,3311,0.0004868471597413849,2.6829723416318747e8
ES,2018,33,3312,0.00742936386928495,4.094257792897273e9
ES,2018,33,3313,0.0003629125305563808,1.999979382506056e8
ES,2018,33,3314,0.0006859046827515598,3.7799610329364467e8
ES,2018,33,3315,0.0024841362716584263,1.3689858873253953e9
ES,2018,33,3316,0.0009637142248924693,5.3109452502448326e8
ES,2018,33,3317,0.0018971252534834807,1.0454892222050409e9
ES,2018,33,3319,0.0001927065537254382,1.0619890521107158e8
ES,2018,33,3320,0.0030994544672167707,1.7080823916292975e9
FI,2018,10,1011,0.001261765779048108,1.6666752499050993e8
FI,2018,10,1012,0.00042058859301603597,5.555584166350331e7
FI,2018,10,1013,0.016855085180107303,2.2264e9
FI,2018,10,1020,0.00299642594066047,3.958e8
FI,2018,10,1031,0.0005208542312214259,6.88e7
FI,2018,10,1032,0.0010523072404037528,1.39e8
FI,2018,10,1039,0.0018744695879422246,2.4760000000000003e8
FI,2018,10,1041,-0.00041428629459919295,-5.472336665401363e7
FI,2018,10,1042,-0.0,-0.0
FI,2018,10,1051,0.016543935341397992,2.1853e9
FI,2018,10,1052,0.0007911230692244041,1.0450000000000001e8
FI,2018,10,1061,0.0024793569872822233,3.275e8
FI,2018,10,1062,0.0006495536778895108,8.580000000000001e7
FI,2018,10,1071,0.007345710182473103,9.703e8
FI,2018,10,1072,0.0006760506227917635,8.93e7
FI,2018,10,1073,6.056444549086347e-6,800000.0000000001
FI,2018,10,1081,0.0018078486979022745,2.388e8
FI,2018,10,1082,0.0035702740616864017,4.7160000000000006e8
FI,2018,10,1083,0.0029131498281105327,3.848e8
FI,2018,10,1084,0.0008509304591466318,1.1240000000000001e8
FI,2018,10,1085,0.003309089890507053,4.371e8
FI,2018,10,1086,0.00019834855898257786,2.62e7
FI,2018,10,1089,0.0016897480291950908,2.232e8
FI,2018,10,1091,0.0033386150576838487,4.41e8
FI,2018,10,1092,0.00023620133741436753,3.12e7
FI,2018,11,1101,0.002132189265959279,2.8164237267304736e8
FI,2018,11,1103,0.00021849067009680774,2.8860585556556407e7
FI,2018,11,1104,-3.252042695284335e-5,-4.295645960499946e6
FI,2018,11,1105,0.00693022153907356,9.15417814251304e8
FI,2018,11,1106,0.0005498250666865035,7.262677793616694e7
FI,2018,11,1107,0.00033474643765913595,4.421689127290163e7
FI,2018,13,1310,0.00018032441407450913,2.3819178082191765e7
FI,2018,13,1320,8.085975710483941e-5,1.0680821917808212e7
FI,2018,13,1330,0.00016806633623714614,2.2200000000000004e7
FI,2018,13,1391,4.693744525541919e-5,6.200000000000001e6
FI,2018,13,1392,0.0012589834106413245,1.6630000000000003e8
FI,2018,13,1393,7.949083470675832e-5,1.0500000000000002e7
FI,2018,13,1394,0.00019077800329621994,2.5200000000000004e7
FI,2018,13,1395,0.0007918801247930398,1.046e8
FI,2018,13,1396,0.00024907128208117603,3.2900000000000004e7
FI,2018,13,1399,0.00012945650223672068,1.7100000000000004e7
FI,2018,14,1411,2.910838588340313e-5,3.844947067208838e6
FI,2018,14,1412,0.000671918574141889,8.875419480140401e7
FI,2018,14,1413,0.0035051348001264603,4.629957093430643e8
FI,2018,14,1414,0.00011885924235722945,1.570020052443609e7
FI,2018,14,1419,0.00041964589648572844,5.543132021892741e7
FI,2018,14,1420,2.5874120785247225e-5,3.417730726407856e6
FI,2018,14,1431,0.00024095274981261478,3.182761738967316e7
FI,2018,14,1439,3.638548235425391e-5,4.806183834011047e6
FI,2018,15,1511,0.00015120189333878845,1.9972363932445906e7
FI,2018,15,1512,0.00010592218196460581,1.3991335161232159e7
FI,2018,15,1520,0.0016624122604521339,2.195891991717047e8
FI,2018,16,1610,0.02221251634548046,2.934066832835956e9
FI,2018,16,1621,0.030669488503735538,4.0511542051003804e9
FI,2018,16,1622,0.00020818792798497413,2.7499689139084827e7
FI,2018,16,1623,0.012228580366331954,1.6152817405950444e9
FI,2018,16,1624,0.0012483705208989903,1.648981359649123e8
FI,2018,16,1629,0.00040426310379627705,5.33993963646229e7
FI,2018,17,1711,0.0002074332258062074,2.7400000000000004e7
FI,2018,17,1712,0.12758430381548436,1.6852700000000002e10
FI,2018,17,1721,0.0023832109300654775,3.148e8
FI,2018,17,1722,0.002539921432773087,3.3550000000000006e8
FI,2018,17,1723,0.00013698978366822278,1.8095076417584118e7
FI,2018,17,1724,3.410477484347224e-5,4.504923582416639e6
FI,2018,17,1729,0.0005125266199664322,6.770000000000001e7
FI,2018,18,1811,0.0008139141425412867,1.0751048882817836e8
FI,2018,18,1812,0.0064401429734476144,8.506829934627769e8
FI,2018,18,1813,0.0003558508344133998,4.700458581325008e7
FI,2018,18,1814,2.5742400787352327e-5,3.4003317396819205e6
FI,2018,18,1820,0.00012416922732722886,1.640160015611279e7
FI,2018,19,1920,0.08237219124510659,1.0880600402100002e10
FI,2018,20,2011,0.0026663497127352638,3.5219999999999994e8
FI,2018,20,2012,0.0011802496315032017,1.5589999999999997e8
FI,2018,20,2013,0.014545308640199497,1.9213e9
FI,2018,20,2014,0.007017148065685168,9.269e8
FI,2018,20,2015,0.005958027325163693,7.869999999999999e8
FI,2018,20,2016,0.006204827440538962,8.195999999999999e8
FI,2018,20,2017,0.0018593284765695082,2.4559999999999997e8
FI,2018,20,2020,1.3336404600272764e-5,1.7616150191332498e6
FI,2018,20,2030,0.0037958766211398675,5.0139999999999994e8
FI,2018,20,2041,0.0007366150682826269,9.73e7
FI,2018,20,2042,0.0007305586237335406,9.65e7
FI,2018,20,2051,0.0006987622898508372,9.23e7
FI,2018,20,2052,0.0005465941205550428,7.22e7
FI,2018,20,2059,0.01986210989872867,2.6235999999999995e9
FI,2018,20,2060,9.375262458803638e-6,1.238384980867094e6
FI,2018,21,2110,0.00040966800048738533,5.411333295197908e7
FI,2018,21,2120,0.01697838429993952,2.2426866670480213e9
FI,2018,22,2211,0.006372136721207473,8.417e8
FI,2018,22,2219,0.0015080546927225004,1.992e8
FI,2018,22,2221,0.009470008108065139,1.2509e9
FI,2018,22,2222,0.0026943607687747884,3.559e8
FI,2018,22,2223,0.0013785981904857797,1.821e8
FI,2018,22,2229,0.004855754417229978,6.414e8
FI,2018,23,2311,0.00018245039204122621,2.4100000000000004e7
FI,2018,23,2312,0.0018214756981377188,2.406e8
FI,2018,23,2313,1.13558335295369e-5,1.5e6
FI,2018,23,2314,0.0029260197727773414,3.865e8
FI,2018,23,2319,2.5739889333616975e-5,3.4e6
FI,2018,23,2320,0.00010825894631491845,1.43e7
FI,2018,23,2331,-0.00027256759143690697,-3.600364395021505e7
FI,2018,23,2332,0.00016438777304465262,2.1714096012909297e7
FI,2018,23,2341,3.1039278314067524e-5,4.0999999999999995e6
FI,2018,23,2342,0.00042706029928531446,5.6410693874806695e7
FI,2018,23,2344,-0.0009389618625919717,-1.2402812970307738e8
FI,2018,23,2349,5.905033435359188e-5,7.799999999999999e6
FI,2018,23,2351,0.0010727477407569191,1.417e8
FI,2018,23,2352,0.001223401798915442,1.616e8
FI,2018,23,2361,0.010659342406391971,1.408e9
FI,2018,23,2362,0.0019786315428544643,2.6135882553772622e8
FI,2018,23,2363,0.0013687564680935143,1.808e8
FI,2018,23,2364,0.0002407436708261823,3.1800000000000004e7
FI,2018,23,2365,-0.00044887457249660626,-5.9292156493277475e7
FI,2018,23,2369,7.146842829303869e-5,9.440314721127287e6
FI,2018,23,2370,0.0010780471297373697,1.424e8
FI,2018,23,2391,0.0015966301942528882,2.109e8
FI,2018,23,2399,0.0024861704873999453,3.284e8
FI,2018,24,2410,0.04219903445132776,5.574100000000001e9
FI,2018,24,2420,0.0019476877419420454,2.5727143721454418e8
FI,2018,24,2433,2.60935796391506e-6,344671.92000411503
FI,2018,24,2434,0.0,0.0
FI,2018,24,2441,0.00013551294678580702,1.79e7
FI,2018,24,2442,0.0013362030786421755,1.7650000000000003e8
FI,2018,24,2443,0.002986671125497177,3.9451147963671e8
FI,2018,24,2444,0.006965668287017935,9.201e8
FI,2018,24,2445,0.012138420125177187,1.6033724112287424e9
FI,2018,24,2451,0.0010500360736978454,1.387e8
FI,2018,24,2452,0.0004072958959260568,5.38e7
FI,2018,24,2453,0.0004103241182006,5.42e7
FI,2018,24,2454,0.00016579516953123876,2.1900000000000004e7
FI,2018,25,2511,0.015396996154914761,2.0337999999999995e9
FI,2018,25,2512,0.0017366854744505094,2.2939999999999994e8
FI,2018,25,2521,0.0005185830645155183,6.849999999999999e7
FI,2018,25,2529,0.0007267733458903614,9.599999999999997e7
FI,2018,25,2530,0.00257701715563624,3.4039999999999994e8
FI,2018,25,2540,0.0008940826265588718,1.1809999999999997e8
FI,2018,25,2550,0.0002430148375320896,3.2099999999999993e7
FI,2018,25,2561,0.0029396467730127846,3.882999999999999e8
FI,2018,25,2562,0.020289846295007893,2.6800999999999995e9
FI,2018,25,2571,7.646261243221512e-5,1.0099999999999998e7
FI,2018,25,2572,0.0015421221933111108,2.0369999999999997e8
FI,2018,25,2573,0.004820172805504095,6.366999999999999e8
FI,2018,25,2591,0.0006957340675762939,9.189999999999997e7
FI,2018,25,2592,0.0002778393936893361,3.669999999999999e7
FI,2018,25,2593,0.0010167256286778702,1.3429999999999997e8
FI,2018,25,2594,0.0002097043925121147,2.7699999999999993e7
FI,2018,25,2599,0.005893677601829649,7.784999999999998e8
FI,2018,26,2611,0.002302205984221447,3.040999999999999e8
FI,2018,26,2612,0.0007320727348708119,9.669999999999997e7
FI,2018,26,2620,0.0004118382293378715,5.4399999999999985e7
FI,2018,26,2630,0.09333738105710694,1.2328999999999998e10
FI,2018,26,2640,0.0002528565599243549,3.339999999999999e7
FI,2018,26,2651,0.010128646452778278,1.3378999999999998e9
FI,2018,26,2652,2.2711667059073796e-6,299999.99999999994
FI,2018,26,2660,0.005136622033193857,6.784999999999999e8
FI,2018,26,2670,0.00019532033670803463,2.5799999999999993e7
FI,2018,26,2680,1.2869944666808484e-5,1.6999999999999995e6
FI,2018,27,2711,0.022464866943698533,2.9674e9
FI,2018,27,2712,0.004540062245108853,5.997e8
FI,2018,27,2720,1.8926389215894833e-5,2.5e6
FI,2018,27,2731,0.00045347628561284026,5.990000000000001e7
FI,2018,27,2732,0.004147907460555512,5.479000000000001e8
FI,2018,27,2733,0.00016049578055078818,2.12e7
FI,2018,27,2740,0.002968414884620946,3.921e8
FI,2018,27,2751,0.0007956654026362187,1.0509999999999999e8
FI,2018,27,2752,0.00016428105839396713,2.1699999999999996e7
FI,2018,27,2790,0.005298631924881918,6.999000000000001e8
FI,2018,28,2811,0.01685205695783276,2.226e9
FI,2018,28,2812,0.0016344829726846778,2.159e8
FI,2018,28,2813,0.0019736438674335132,2.607e8
FI,2018,28,2814,0.0038942938450625213,5.1440000000000006e8
FI,2018,28,2815,0.002491469876380396,3.291e8
FI,2018,28,2821,0.0011128716858946164,1.4700000000000003e8
FI,2018,28,2822,0.0310725887590875,4.1043999999999995e9
FI,2018,28,2823,1.8090678523246898e-5,2.389610389610649e6
FI,2018,28,2824,0.00010303821245849323,1.3610389610391093e7
FI,2018,28,2825,0.005881564712731479,7.769e8
FI,2018,28,2829,0.00344460283729286,4.5500000000000006e8
FI,2018,28,2830,0.01052837179301798,1.3907000000000002e9
FI,2018,28,2841,0.001883554254765854,2.4880000000000003e8
FI,2018,28,2849,0.002029665979512562,2.6810000000000003e8
FI,2018,28,2891,0.00014535466917807232,1.92e7
FI,2018,28,2892,0.02260643633503343,2.9861000000000005e9
FI,2018,28,2893,0.0007903660136557684,1.0440000000000001e8
FI,2018,28,2894,2.3468722627709596e-5,3.1000000000000005e6
FI,2018,28,2895,0.017801404640902047,2.3514e9
FI,2018,28,2896,7.192027902040037e-5,9.5e6
FI,2018,28,2899,0.009132361324453577,1.2063000000000002e9
FI,2018,29,2910,0.009968907727796128,1.3168000000000002e9
FI,2018,29,2920,0.005095741032487525,6.731e8
FI,2018,29,2931,0.000161252836119424,2.13e7
FI,2018,29,2932,0.0017018609182932636,2.2480000000000003e8
FI,2018,30,3011,0.010897814910512246,1.4395e9
FI,2018,30,3012,0.0023680698186927616,3.128e8
FI,2018,30,3020,-0.0003985465099186564,-5.264428747771227e7
FI,2018,30,3030,0.0011132693710993722,1.4705253051707587e8
FI,2018,30,3040,0.0009379294451512209,1.2389175696063639e8
FI,2018,30,3091,1.5141111372715868e-6,200000.00000000003
FI,2018,30,3092,0.0001688233918057819,2.23e7
FI,2018,30,3099,0.00013021355780535647,1.72e7
FI,2018,31,3101,0.0030504213108181323,4.029322862408847e8
FI,2018,31,3102,0.0030178653127130983,3.986319416619921e8
FI,2018,31,3103,0.0005829795009505986,7.700617036621524e7
FI,2018,31,3109,0.0027967873720928715,3.694296017309079e8
FI,2018,32,3211,0.000419351831088186,5.539247691472026e7
FI,2018,32,3212,0.00044584517781758395,5.8892001629549146e7
FI,2018,32,3213,3.4819827130065984e-5,4.599375339489407e6
FI,2018,32,3220,5.6771457277281486e-5,7.498981531776207e6
FI,2018,32,3230,0.0012686528319563173,1.6757724063009235e8
FI,2018,32,3240,0.0002195163014721551,2.8996061922868002e7
FI,2018,32,3250,0.0018287978770921613,2.415671917436176e8
FI,2018,32,3291,0.0004738524300743762,6.259149918522541e7
FI,2018,32,3299,0.0008265924179572187,1.091851711026616e8
FI,2018,33,3311,0.0020992318814306134,2.7728900868048674e8
FI,2018,33,3312,0.009424968237941268,1.2449506520274289e9
FI,2018,33,3313,0.0002710151509383915,3.57985809980578e7
FI,2018,33,3314,0.0002490614096612592,3.2898695945142493e7
FI,2018,33,3315,0.0012051846935584335,1.59193689801419e8
FI,2018,33,3316,0.0018736382641690473,2.474901898608744e8
FI,2018,33,3317,4.844963592194708e-5,6.399746323675136e6
FI,2018,33,3319,0.0001309654221015132,1.7299314281184353e7
FI,2018,33,3320,0.003796483189821322,5.014801220817314e8
FR,2018,10,1011,0.014849194578585223,1.5597432129125013e10
FR,2018,10,1012,0.012995016171618336,1.364982334099163e10
FR,2018,10,1013,0.011231622288142621,1.179757362678207e10
FR,2018,10,1020,0.004363043480102557,4.582893314325793e9
FR,2018,10,1031,0.0004277743242820132,4.49329487485692e8
FR,2018,10,1032,0.0005566550501874915,5.847043971768941e8
FR,2018,10,1039,0.0076002413484958595,7.983210669829353e9
FR,2018,10,1041,0.010872835733161352,1.1420708140203194e10
FR,2018,10,1042,4.506131911335411e-5,4.7331918428288825e7
FR,2018,10,1051,0.037175038198604966,3.90482549158983e10
FR,2018,10,1052,0.0007041431757297791,7.396243166259446e8
FR,2018,10,1061,0.004775986812614511,5.0166444897140255e9
FR,2018,10,1062,0.0035266785567939682,3.7043847152601156e9
FR,2018,10,1071,0.021651374350026568,2.2742367617287495e10
FR,2018,10,1072,0.0023595162076297032,2.478410105767577e9
FR,2018,10,1073,0.0011989041387043054,1.2593158392398906e9
FR,2018,10,1081,0.008155525327131164,8.56647490839251e9
FR,2018,10,1082,0.003290669658928554,3.4564835414392715e9
FR,2018,10,1083,0.007820396266304002,8.214458995806421e9
FR,2018,10,1084,0.0013259241246461027,1.3927362479553077e9
FR,2018,10,1085,0.0033812583150551255,3.55163687841827e9
FR,2018,10,1086,0.0023290588324347155,2.4464180108481517e9
FR,2018,10,1089,0.005308495249017062,5.575985546969308e9
FR,2018,10,1091,0.004973072387143002,5.22366102896599e9
FR,2018,10,1092,0.003951819948129074,4.1509485986773453e9
FR,2018,11,1101,0.004613814061855744,4.8463e9
FR,2018,11,1102,0.01387504877954274,1.45742e10
FR,2018,11,1103,2.6051678120209713e-5,2.7364398734176774e7
FR,2018,11,1104,1.5994073053499888e-5,1.68e7
FR,2018,11,1105,0.0027327968273852038,2.8705e9
FR,2018,11,1106,8.257473470147528e-5,8.67356012658214e7
FR,2018,11,1107,0.00992022860861751,1.04201e10
FR,2018,12,1200,0.001026819660742303,1.0785601793094132e9
FR,2018,13,1310,0.0007434387885403606,7.808999999999998e8
FR,2018,13,1320,0.0012904741680963745,1.3554999999999998e9
FR,2018,13,1330,0.0001802189302992576,1.8929999999999994e8
FR,2018,13,1391,0.0001327127252177312,1.394e8
FR,2018,13,1392,0.0015022052304236586,1.5778999999999995e9
FR,2018,13,1393,0.00015194369400824888,1.5959999999999994e8
FR,2018,13,1394,0.0001433754405867311,1.5059999999999997e8
FR,2018,13,1395,0.0006355739982450311,6.675999999999999e8
FR,2018,13,1396,0.0013029457369654724,1.3685999999999995e9
FR,2018,13,1399,0.000306743472490337,3.221999999999999e8
FR,2018,14,1411,6.464271192456205e-5,6.79e7
FR,2018,14,1412,0.0005864493452949959,6.16e8
FR,2018,14,1413,0.0028683656370767745,3.0129e9
FR,2018,14,1414,0.0019849787093182895,2.085e9
FR,2018,14,1419,0.00035320244659812247,3.7099999999999994e8
FR,2018,14,1420,6.416669784558883e-5,6.74e7
FR,2018,14,1431,0.0007185908536179592,7.548e8
FR,2018,14,1439,0.00010910242690065995,1.1460000000000001e8
FR,2018,15,1511,0.0002271539184860163,2.3860000000000003e8
FR,2018,15,1512,0.005256147460022195,5.521e9
FR,2018,15,1520,0.0006466175248772097,6.792e8
FR,2018,16,1610,0.004320839438703109,4.5385626492638645e9
FR,2018,16,1621,0.0015081905959532602,1.584186962711809e9
FR,2018,16,1622,7.187753439873193e-5,7.549937866730309e7
FR,2018,16,1623,0.0025320884535140046,2.6596781118069673e9
FR,2018,16,1624,0.0023927126782030857,2.513279316616329e9
FR,2018,16,1629,0.0007425758520663698,7.799935809337274e8
FR,2018,17,1711,0.001154714952773215,1.2129e9
FR,2018,17,1712,0.005266429364128016,5.5318e9
FR,2018,17,1721,0.006676668674494051,7.0131e9
FR,2018,17,1722,0.003941015762635008,4.1396e9
FR,2018,17,1723,0.0005813083932420852,6.106e8
FR,2018,17,1724,2.9798481343723003e-5,3.13e7
FR,2018,17,1729,0.001647199118878899,1.7301999999999998e9
FR,2018,18,1811,0.00018573540839989102,1.95094448467294e8
FR,2018,18,1812,0.007069665898094334,7.4259e9
FR,2018,18,1813,0.0016142589446139527,1.6955999999999998e9
FR,2018,18,1814,0.00016451575090859716,1.7280555153270558e8
FR,2018,18,1820,8.95858496627583e-5,9.41e7
FR,2018,19,1920,0.037112164875308516,3.8982213462426926e10
FR,2018,20,2011,0.00048618130568723694,5.1067954411764175e8
FR,2018,20,2012,0.0005371342867133712,5.642e8
FR,2018,20,2013,0.0043551480113417015,4.5746e9
FR,2018,20,2014,0.019622537971881085,2.06113e10
FR,2018,20,2015,0.002460707179844116,2.5846999999999995e9
FR,2018,20,2016,0.007373553286110832,7.7451e9
FR,2018,20,2017,0.00020870404679784914,2.1922045588235065e8
FR,2018,20,2020,0.005989304344456734,6.291099999999999e9
FR,2018,20,2030,0.004785940752812457,5.0271e9
FR,2018,20,2041,0.0014927801516599894,1.568e9
FR,2018,20,2042,0.020555525566668575,2.1591299999999996e10
FR,2018,20,2051,0.0003335906665444262,3.504e8
FR,2018,20,2052,0.0005943511790059511,6.243e8
FR,2018,20,2053,0.0020223934159255843,2.1243000000000005e9
FR,2018,20,2059,0.006295476600052304,6.612700000000001e9
FR,2018,20,2060,9.834450871586538e-5,1.033e8
FR,2018,21,2110,0.0008306463805640086,8.725019040988866e8
FR,2018,21,2120,0.04279347348130431,4.49497980959011e10
FR,2018,22,2211,0.008471029908707186,8.897877481880024e9
FR,2018,22,2219,0.0027177479046051767,2.854692775545118e9
FR,2018,22,2221,0.005915697596817755,6.213784274593565e9
FR,2018,22,2222,0.008693803933885877,9.131876889690847e9
FR,2018,22,2223,0.006158273757567886,6.46858362976535e9
FR,2018,22,2229,0.005662173139958415,5.947484948525094e9
FR,2018,23,2311,0.0004920081520267107,5.167999999999999e8
FR,2018,23,2312,0.002461849613633652,2.5859e9
FR,2018,23,2313,0.004237096519756345,4.4506e9
FR,2018,23,2314,0.0005260907600811928,5.526e8
FR,2018,23,2319,0.00020982700601139139,2.204e8
FR,2018,23,2320,0.0008618710913888957,9.053000000000001e8
FR,2018,23,2331,0.00013509279561259725,1.419e8
FR,2018,23,2332,0.001908245239787808,2.0044e9
FR,2018,23,2341,0.00024571846756597153,2.5810000000000006e8
FR,2018,23,2342,0.00011779533864369851,1.2373093974214971e8
FR,2018,23,2343,3.522504184401761e-5,3.700000000000001e7
FR,2018,23,2344,0.00011548101555890096,1.2129999999999999e8
FR,2018,23,2349,1.7746040430850344e-5,1.8640247436724506e7
FR,2018,23,2351,0.002365319712643147,2.484506044175494e9
FR,2018,23,2352,0.00032742415990953466,3.439227686456322e8
FR,2018,23,2361,0.0036284649183811976,3.8113e9
FR,2018,23,2362,0.0027217533007530257,2.8589000000000005e9
FR,2018,23,2363,0.005582978726645202,5.864300000000001e9
FR,2018,23,2364,0.0004322207837076755,4.54e8
FR,2018,23,2365,2.094461947482128e-6,2.2e6
FR,2018,23,2369,0.0002231554002226413,2.3440000000000003e8
FR,2018,23,2370,0.0007075473269857808,7.432000000000001e8
FR,2018,23,2391,0.00010995925224281173,1.1550000000000001e8
FR,2018,23,2399,0.001827608454809746,1.9197e9
FR,2018,24,2410,0.01653306530396757,1.7366151584875725e10
FR,2018,24,2420,0.0032275754483453885,3.3902100703696094e9
FR,2018,24,2431,2.1801509576753407e-5,2.2900068022967394e7
FR,2018,24,2432,6.369087295566826e-5,6.6900198722118735e7
FR,2018,24,2433,0.000805132604762461,8.457025120970972e8
FR,2018,24,2434,0.00028760856083568574,3.0210089736849123e8
FR,2018,24,2441,0.0004993402520963826,5.245015579932925e8
FR,2018,24,2442,0.005369073947993822,5.639616752066678e9
FR,2018,24,2443,0.0008077030884243489,8.484025201172724e8
FR,2018,24,2444,0.0009676442940529329,1.0164030191503956e9
FR,2018,24,2445,0.00030817243013078944,3.2370096152989286e8
FR,2018,24,2451,0.0007537229315247018,7.917023516935933e8
FR,2018,24,2452,0.0005219033864618436,5.482016283926082e8
FR,2018,24,2453,0.0015141100799505947,1.5904047241802335e9
FR,2018,24,2454,0.0003696736318189235,3.8830115342001045e8
FR,2018,25,2511,0.008599003931019466,9.0323e9
FR,2018,25,2512,0.00529172333065739,5.558368506738219e9
FR,2018,25,2521,0.0009888846952032378,1.0387137049983034e9
FR,2018,25,2529,0.0004394561977080683,4.616e8
FR,2018,25,2530,4.37932952655354e-5,4.6e7
FR,2018,25,2540,0.002463104185166694,2.5872177882634773e9
FR,2018,25,2550,0.009906233794695699,1.04054e10
FR,2018,25,2561,0.0036837777543578844,3.8693999999999995e9
FR,2018,25,2562,0.011021439578914136,1.15768e10
FR,2018,25,2571,0.00024162474648680186,2.538e8
FR,2018,25,2572,0.0014943033967127037,1.5696e9
FR,2018,25,2573,0.002335229868626778,2.4529e9
FR,2018,25,2591,0.0002326756818021055,2.444e8
FR,2018,25,2592,0.0029844178695304434,3.1348e9
FR,2018,25,2593,0.0021956625406718325,2.3063e9
FR,2018,25,2594,0.002098936479824476,2.2047e9
FR,2018,25,2599,0.0030340185365594517,3.1869e9
FR,2018,26,2611,0.006429693629767026,6.7536801050467205e9
FR,2018,26,2612,0.0036019879248742974,3.783488854619581e9
FR,2018,26,2620,0.000557506046995213,5.855982749478595e8
FR,2018,26,2630,0.011531216688900477,1.2112264319759153e10
FR,2018,26,2640,0.0003220701770807387,3.3829900344067776e8
FR,2018,26,2651,0.007295370283682236,7.662977426443729e9
FR,2018,26,2652,0.0002906533404160494,3.0529910065160775e8
FR,2018,26,2660,0.0019269945179696223,2.0240940374350457e9
FR,2018,26,2670,0.00035158296303847706,3.6929891212131923e8
FR,2018,26,2680,1.1138696635662556e-5,1.1699965534306621e7
FR,2018,27,2711,0.004267925658859613,4.482982591676456e9
FR,2018,27,2712,0.012595571149347642,1.3230250643549236e10
FR,2018,27,2720,0.0009317357668285994,9.786850935569024e8
FR,2018,27,2731,3.7214588122227006e-6,3.908979772457672e6
FR,2018,27,2732,0.004048261655811836,4.252249917212705e9
FR,2018,27,2733,0.0031122168314111896,3.2690386365508513e9
FR,2018,27,2740,0.0024437253089840275,2.566862427950955e9
FR,2018,27,2751,0.004885100222928756,5.131256026571936e9
