ctry,year,nace2,share2,rev2
BG,2018,28,0.05433552378372985,1.9059e9
BG,2018,28,0.05433552378372985,1.9059e9
BG,2018,28,0.05433552378372985,1.9059e9
BG,2018,28,0.05433552378372985,1.9059e9
BG,2018,28,0.05433552378372985,1.9059e9
BG,2018,28,0.05433552378372985,1.9059e9
BG,2018,28,0.05433552378372985,1.9059e9
BG,2018,28,0.05433552378372985,1.9059e9
BG,2018,28,0.05433552378372985,1.9059e9
BG,2018,28,0.05433552378372985,1.9059e9
BG,2018,28,0.05433552378372985,1.9059e9
BG,2018,28,0.05433552378372985,1.9059e9
BG,2018,28,0.05433552378372985,1.9059e9
BG,2018,28,0.05433552378372985,1.9059e9
BG,2018,29,0.033458298290878506,1.1736e9
BG,2018,29,0.033458298290878506,1.1736e9
BG,2018,29,0.033458298290878506,1.1736e9
BG,2018,29,0.033458298290878506,1.1736e9
BG,2018,30,0.01214488332644363,4.2599999999999994e8
BG,2018,30,0.01214488332644363,4.2599999999999994e8
BG,2018,30,0.01214488332644363,4.2599999999999994e8
BG,2018,30,0.01214488332644363,4.2599999999999994e8
BG,2018,30,0.01214488332644363,4.2599999999999994e8
BG,2018,30,0.01214488332644363,4.2599999999999994e8
BG,2018,30,0.01214488332644363,4.2599999999999994e8
BG,2018,31,0.019885108263367212,6.975e8
BG,2018,31,0.019885108263367212,6.975e8
BG,2018,31,0.019885108263367212,6.975e8
BG,2018,31,0.019885108263367212,6.975e8
BG,2018,32,0.014354339800151099,5.035e8
BG,2018,32,0.014354339800151099,5.035e8
BG,2018,32,0.014354339800151099,5.035e8
BG,2018,32,0.014354339800151099,5.035e8
BG,2018,32,0.014354339800151099,5.035e8
BG,2018,32,0.014354339800151099,5.035e8
BG,2018,32,0.014354339800151099,5.035e8
BG,2018,32,0.014354339800151099,5.035e8
BG,2018,33,0.018553732555984775,6.508e8
BG,2018,33,0.018553732555984775,6.508e8
BG,2018,33,0.018553732555984775,6.508e8
BG,2018,33,0.018553732555984775,6.508e8
BG,2018,33,0.018553732555984775,6.508e8
BG,2018,33,0.018553732555984775,6.508e8
BG,2018,33,0.018553732555984775,6.508e8
BG,2018,33,0.018553732555984775,6.508e8
BG,2018,33,0.018553732555984775,6.508e8
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,10,0.06217048714000366,1.17933e10
CZ,2018,11,0.015493990549988956,2.9391e9
CZ,2018,11,0.015493990549988956,2.9391e9
CZ,2018,11,0.015493990549988956,2.9391e9
CZ,2018,11,0.015493990549988956,2.9391e9
CZ,2018,11,0.015493990549988956,2.9391e9
CZ,2018,11,0.015493990549988956,2.9391e9
CZ,2018,11,0.015493990549988956,2.9391e9
CZ,2018,12,3.8601505945144204e-5,7.322431607101645e6
CZ,2018,13,0.011236582919023326,2.1315e9
CZ,2018,13,0.011236582919023326,2.1315e9
CZ,2018,13,0.011236582919023326,2.1315e9
CZ,2018,13,0.011236582919023326,2.1315e9
CZ,2018,13,0.011236582919023326,2.1315e9
CZ,2018,13,0.011236582919023326,2.1315e9
CZ,2018,13,0.011236582919023326,2.1315e9
CZ,2018,13,0.011236582919023326,2.1315e9
CZ,2018,13,0.011236582919023326,2.1315e9
CZ,2018,13,0.011236582919023326,2.1315e9
CZ,2018,14,0.004092931258892663,7.764e8
CZ,2018,14,0.004092931258892663,7.764e8
CZ,2018,14,0.004092931258892663,7.764e8
CZ,2018,14,0.004092931258892663,7.764e8
CZ,2018,14,0.004092931258892663,7.764e8
CZ,2018,14,0.004092931258892663,7.764e8
CZ,2018,14,0.004092931258892663,7.764e8
CZ,2018,14,0.004092931258892663,7.764e8
CZ,2018,15,0.0009641900144918444,1.829e8
CZ,2018,15,0.0009641900144918444,1.829e8
CZ,2018,15,0.0009641900144918444,1.829e8
CZ,2018,16,0.020744055259843675,3.9350000000000005e9
CZ,2018,16,0.020744055259843675,3.9350000000000005e9
CZ,2018,16,0.020744055259843675,3.9350000000000005e9
CZ,2018,16,0.020744055259843675,3.9350000000000005e9
CZ,2018,16,0.020744055259843675,3.9350000000000005e9
CZ,2018,16,0.020744055259843675,3.9350000000000005e9
CZ,2018,17,0.018088183585152632,3.4311999999999995e9
CZ,2018,17,0.018088183585152632,3.4311999999999995e9
CZ,2018,17,0.018088183585152632,3.4311999999999995e9
CZ,2018,17,0.018088183585152632,3.4311999999999995e9
CZ,2018,17,0.018088183585152632,3.4311999999999995e9
CZ,2018,17,0.018088183585152632,3.4311999999999995e9
CZ,2018,17,0.018088183585152632,3.4311999999999995e9
CZ,2018,18,0.008514815261931258,1.6152e9
CZ,2018,18,0.008514815261931258,1.6152e9
CZ,2018,18,0.008514815261931258,1.6152e9
CZ,2018,18,0.008514815261931258,1.6152e9
CZ,2018,18,0.008514815261931258,1.6152e9
CZ,2018,19,0.00471908842340907,8.951775683928943e8
CZ,2018,19,0.00471908842340907,8.951775683928943e8
CZ,2018,20,0.06023578109670947,1.14263e10
CZ,2018,20,0.06023578109670947,1.14263e10
CZ,2018,20,0.06023578109670947,1.14263e10
CZ,2018,20,0.06023578109670947,1.14263e10
CZ,2018,20,0.06023578109670947,1.14263e10
CZ,2018,20,0.06023578109670947,1.14263e10
CZ,2018,20,0.06023578109670947,1.14263e10
CZ,2018,20,0.06023578109670947,1.14263e10
CZ,2018,20,0.06023578109670947,1.14263e10
CZ,2018,20,0.06023578109670947,1.14263e10
CZ,2018,20,0.06023578109670947,1.14263e10
CZ,2018,20,0.06023578109670947,1.14263e10
CZ,2018,20,0.06023578109670947,1.14263e10
CZ,2018,20,0.06023578109670947,1.14263e10
CZ,2018,20,0.06023578109670947,1.14263e10
CZ,2018,20,0.06023578109670947,1.14263e10
CZ,2018,21,0.00899559234952916,1.7063999999999998e9
CZ,2018,21,0.00899559234952916,1.7063999999999998e9
CZ,2018,22,0.06666248446831695,1.26454e10
CZ,2018,22,0.06666248446831695,1.26454e10
CZ,2018,22,0.06666248446831695,1.26454e10
CZ,2018,22,0.06666248446831695,1.26454e10
CZ,2018,22,0.06666248446831695,1.26454e10
CZ,2018,22,0.06666248446831695,1.26454e10
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,23,0.03244981757356232,6.1555e9
CZ,2018,24,0.0450865583266427,8.552600000000001e9
CZ,2018,24,0.0450865583266427,8.552600000000001e9
CZ,2018,24,0.0450865583266427,8.552600000000001e9
CZ,2018,24,0.0450865583266427,8.552600000000001e9
CZ,2018,24,0.0450865583266427,8.552600000000001e9
CZ,2018,24,0.0450865583266427,8.552600000000001e9
CZ,2018,24,0.0450865583266427,8.552600000000001e9
CZ,2018,24,0.0450865583266427,8.552600000000001e9
CZ,2018,24,0.0450865583266427,8.552600000000001e9
CZ,2018,24,0.0450865583266427,8.552600000000001e9
CZ,2018,24,0.0450865583266427,8.552600000000001e9
CZ,2018,24,0.0450865583266427,8.552600000000001e9
CZ,2018,24,0.0450865583266427,8.552600000000001e9
CZ,2018,24,0.0450865583266427,8.552600000000001e9
CZ,2018,24,0.0450865583266427,8.552600000000001e9
CZ,2018,24,0.0450865583266427,8.552600000000001e9
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,25,0.08358509991676019,1.58555e10
CZ,2018,26,0.076779362854382,1.45645e10
CZ,2018,26,0.076779362854382,1.45645e10
CZ,2018,26,0.076779362854382,1.45645e10
CZ,2018,26,0.076779362854382,1.45645e10
CZ,2018,26,0.076779362854382,1.45645e10
CZ,2018,26,0.076779362854382,1.45645e10
CZ,2018,26,0.076779362854382,1.45645e10
CZ,2018,26,0.076779362854382,1.45645e10
CZ,2018,26,0.076779362854382,1.45645e10
CZ,2018,26,0.076779362854382,1.45645e10
CZ,2018,27,0.06697035049809455,1.27038e10
CZ,2018,27,0.06697035049809455,1.27038e10
CZ,2018,27,0.06697035049809455,1.27038e10
CZ,2018,27,0.06697035049809455,1.27038e10
CZ,2018,27,0.06697035049809455,1.27038e10
CZ,2018,27,0.06697035049809455,1.27038e10
CZ,2018,27,0.06697035049809455,1.27038e10
CZ,2018,27,0.06697035049809455,1.27038e10
CZ,2018,27,0.06697035049809455,1.27038e10
CZ,2018,27,0.06697035049809455,1.27038e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,28,0.08067671483750842,1.5303800000000002e10
CZ,2018,29,0.2688993631285093,5.100830000000001e10
CZ,2018,29,0.2688993631285093,5.100830000000001e10
CZ,2018,29,0.2688993631285093,5.100830000000001e10
CZ,2018,29,0.2688993631285093,5.100830000000001e10
CZ,2018,30,0.013759608293193894,2.6101e9
CZ,2018,30,0.013759608293193894,2.6101e9
CZ,2018,30,0.013759608293193894,2.6101e9
CZ,2018,30,0.013759608293193894,2.6101e9
CZ,2018,30,0.013759608293193894,2.6101e9
CZ,2018,30,0.013759608293193894,2.6101e9
CZ,2018,30,0.013759608293193894,2.6101e9
CZ,2018,30,0.013759608293193894,2.6101e9
CZ,2018,31,0.008927060527832091,1.6934e9
CZ,2018,31,0.008927060527832091,1.6934e9
CZ,2018,31,0.008927060527832091,1.6934e9
CZ,2018,31,0.008927060527832091,1.6934e9
CZ,2018,32,0.01485980761536146,2.8188e9
CZ,2018,32,0.01485980761536146,2.8188e9
CZ,2018,32,0.01485980761536146,2.8188e9
CZ,2018,32,0.01485980761536146,2.8188e9
CZ,2018,32,0.01485980761536146,2.8188e9
CZ,2018,32,0.01485980761536146,2.8188e9
CZ,2018,32,0.01485980761536146,2.8188e9
CZ,2018,32,0.01485980761536146,2.8188e9
CZ,2018,32,0.01485980761536146,2.8188e9
CZ,2018,33,0.026049472594915257,4.9414e9
CZ,2018,33,0.026049472594915257,4.9414e9
CZ,2018,33,0.026049472594915257,4.9414e9
CZ,2018,33,0.026049472594915257,4.9414e9
CZ,2018,33,0.026049472594915257,4.9414e9
CZ,2018,33,0.026049472594915257,4.9414e9
CZ,2018,33,0.026049472594915257,4.9414e9
CZ,2018,33,0.026049472594915257,4.9414e9
CZ,2018,33,0.026049472594915257,4.9414e9
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,10,0.07864608245694911,1.851725e11
DE,2018,11,0.011011492102922068,2.59266e10
DE,2018,11,0.011011492102922068,2.59266e10
DE,2018,11,0.011011492102922068,2.59266e10
DE,2018,11,0.011011492102922068,2.59266e10
DE,2018,11,0.011011492102922068,2.59266e10
DE,2018,11,0.011011492102922068,2.59266e10
DE,2018,11,0.011011492102922068,2.59266e10
DE,2018,12,0.008694400917934386,2.0471e10
DE,2018,13,0.005420122915070258,1.27617e10
DE,2018,13,0.005420122915070258,1.27617e10
DE,2018,13,0.005420122915070258,1.27617e10
DE,2018,13,0.005420122915070258,1.27617e10
DE,2018,13,0.005420122915070258,1.27617e10
DE,2018,13,0.005420122915070258,1.27617e10
DE,2018,13,0.005420122915070258,1.27617e10
DE,2018,13,0.005420122915070258,1.27617e10
DE,2018,13,0.005420122915070258,1.27617e10
DE,2018,13,0.005420122915070258,1.27617e10
DE,2018,14,0.003242169326717587,7.6337e9
DE,2018,14,0.003242169326717587,7.6337e9
DE,2018,14,0.003242169326717587,7.6337e9
DE,2018,14,0.003242169326717587,7.6337e9
DE,2018,14,0.003242169326717587,7.6337e9
DE,2018,14,0.003242169326717587,7.6337e9
DE,2018,14,0.003242169326717587,7.6337e9
DE,2018,14,0.003242169326717587,7.6337e9
DE,2018,15,0.001420171842576767,3.3438e9
DE,2018,15,0.001420171842576767,3.3438e9
DE,2018,15,0.001420171842576767,3.3438e9
DE,2018,16,0.01158188829425546,2.72696e10
DE,2018,16,0.01158188829425546,2.72696e10
DE,2018,16,0.01158188829425546,2.72696e10
DE,2018,16,0.01158188829425546,2.72696e10
DE,2018,16,0.01158188829425546,2.72696e10
DE,2018,16,0.01158188829425546,2.72696e10
DE,2018,17,0.019443289919515102,4.57793e10
DE,2018,17,0.019443289919515102,4.57793e10
DE,2018,17,0.019443289919515102,4.57793e10
DE,2018,17,0.019443289919515102,4.57793e10
DE,2018,17,0.019443289919515102,4.57793e10
DE,2018,17,0.019443289919515102,4.57793e10
DE,2018,17,0.019443289919515102,4.57793e10
DE,2018,18,0.0075060825979554584,1.76731e10
DE,2018,18,0.0075060825979554584,1.76731e10
DE,2018,18,0.0075060825979554584,1.76731e10
DE,2018,18,0.0075060825979554584,1.76731e10
DE,2018,18,0.0075060825979554584,1.76731e10
DE,2018,19,0.04212891905292317,9.91927e10
DE,2018,19,0.04212891905292317,9.91927e10
DE,2018,20,0.07212249986600149,1.698127e11
DE,2018,20,0.07212249986600149,1.698127e11
DE,2018,20,0.07212249986600149,1.698127e11
DE,2018,20,0.07212249986600149,1.698127e11
DE,2018,20,0.07212249986600149,1.698127e11
DE,2018,20,0.07212249986600149,1.698127e11
DE,2018,20,0.07212249986600149,1.698127e11
DE,2018,20,0.07212249986600149,1.698127e11
DE,2018,20,0.07212249986600149,1.698127e11
DE,2018,20,0.07212249986600149,1.698127e11
DE,2018,20,0.07212249986600149,1.698127e11
DE,2018,20,0.07212249986600149,1.698127e11
DE,2018,20,0.07212249986600149,1.698127e11
DE,2018,20,0.07212249986600149,1.698127e11
DE,2018,20,0.07212249986600149,1.698127e11
DE,2018,20,0.07212249986600149,1.698127e11
DE,2018,21,0.032398376252355164,7.62821e10
DE,2018,21,0.032398376252355164,7.62821e10
DE,2018,22,0.04202558517849918,9.89494e10
DE,2018,22,0.04202558517849918,9.89494e10
DE,2018,22,0.04202558517849918,9.89494e10
DE,2018,22,0.04202558517849918,9.89494e10
DE,2018,22,0.04202558517849918,9.89494e10
DE,2018,22,0.04202558517849918,9.89494e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
DE,2018,23,0.021992446986069846,5.17813e10
